id,company,isincode,volume,lasttradedprice,change,sector,date
211,Sameer Africa Ltd Ord 5.00,KE0000000232,3200,3.0,1.69,COMMERCIAL,2022-10-17
210,Kenya Airways Ltd Ord 5.00,KE0000000307,0,3.83,0.0,COMMERCIAL,2022-10-17
209,Deacons (East Africa) Plc Ord 2.50,KE5000005438,0,0.45,0.0,COMMERCIAL,2022-10-17
208,The Co-operative Bank of Kenya Ltd Ord 1.00,KE1000001568,88700,12.0,1.27,BANKING,2022-10-17
207,Equity Bank Ltd Ord 0.50,KE0000000554,35500,44.4,1.02,BANKING,2022-10-17
206,National Bank of Kenya Ltd Ord 5.00,KE0000000398,0,4.12,0.0,BANKING,2022-10-17
205,NCBA Ltd 0rd 5.00,KE0000000406,6300,30.2,-0.17,BANKING,2022-10-17
204,Kenya Commercial Bank Ltd Ord 1.00,KE0000000315,314400,38.15,-2.05,BANKING,2022-10-17
203,Bank of Kigali,KE5000008986,200,30.75,2.5,BANKING,2022-10-17
202,IMH Holdings Ltd Ord 1.00,KE0000000125,1000,17.0,0.0,BANKING,2022-10-17
201,Diamond Trust Bank Kenya Ltd Ord 4.00,KE0000000158,25800,48.65,0.1,BANKING,2022-10-17
200,HF Group Plc Ord 5.00,KE0000000240,57200,3.0,-2.91,BANKING,2022-10-17
199,ABSA Bank Kenya Plc Ord 0.50,KE0000000067,111900,11.35,2.25,BANKING,2022-10-17
198,Standard Chartered Bank Ltd Ord 5.00,KE0000000448,6000,138.75,2.78,BANKING,2022-10-17
197,Stanbic Holdings Ltd ord.5.00,KE0000000091,1200,97.0,0.0,BANKING,2022-10-17
196,Car and General (K) Ltd Ord 5.00,KE0000000109,200,39.0,-8.77,AUTOMOBILES,2022-10-17
195,Limuru Tea Co. Ltd Ord 20.00,KE0000000356,0,420.0,0.0,AGRICULTURAL,2022-10-17
194,Kapchorua Tea Co. Ltd Ord Ord 5.00,KE4000001760,300,107.0,-9.13,AGRICULTURAL,2022-10-17
193,Eaagads Ltd Ord 1.25,KE0000000208,2600,11.8,-9.23,AGRICULTURAL,2022-10-17
192,Kakuzi Ord.5.00,KE0000000281,200,420.0,0.0,AGRICULTURAL,2022-10-17
191,Sasini Ltd Ord 1.00,KE0000000430,3600,20.45,-5.1,AGRICULTURAL,2022-10-17
190,Williamson Tea Kenya Ltd Ord 5.00,KE0000000505,200,167.0,-0.6,AGRICULTURAL,2022-10-17
127,Kapchorua Tea Co. Ltd Ord Ord 5.00,KE4000001760,0,117.75,0.0,AGRICULTURAL,2022-10-14
189,New Gold Issuer (RP) Ltd,ZAE000060067,0,2005.0,0.0,ETF,2022-10-14
188,Fahari I-REIT,KE5000003656,4200,7.08,1.14,REAL ESTATE,2022-10-14
187,Safaricom Ltd Ord 0.05,KE1000001402,3895200,25.85,-1.9,TELECOMMUNICATION,2022-10-14
186,Flame Tree Group Holdings Ltd Ord 0.825,KE4000001323,200,1.14,-9.52,MANUFACTURING,2022-10-14
185,B.O.C Kenya Ltd Ord 5.00,KE0000000042,0,84.25,0.0,MANUFACTURING,2022-10-14
184,Mumias Sugar Co. Ltd Ord 2.00,KE0000000372,0,0.27,0.0,MANUFACTURING,2022-10-14
183,Carbacid Investments Ltd Ord 5.00,KE0000000117,32700,12.0,2.56,MANUFACTURING,2022-10-14
182,British American Tobacco Kenya Ltd Ord 10.00,KE0000000075,100,438.0,-0.62,MANUFACTURING,2022-10-14
181,East African Breweries PLC Ord 2.00,KE0000000216,95500,138.0,0.36,MANUFACTURING,2022-10-14
180,Unga Group Plc Ord 5.00,KE0000000497,0,30.0,0.0,MANUFACTURING,2022-10-14
179,Kenya Orchards Ltd Ord 5.00,KE0000000331,0,10.4,0.0,MANUFACTURING,2022-10-14
178,Nairobi Securities Exchange 4.00,KE3000009674,31800,7.54,-0.26,INVESTMENT SERVICES,2022-10-14
177,Home Afrika Ltd Ord 1.00,KE2000007258,61000,0.36,0.0,INVESTMENT,2022-10-14
176,Olympia Capital Holdings ltd Ord 5.00,KE0000000166,0,2.28,0.0,INVESTMENT,2022-10-14
175,Trans-Century Ltd Ord 0.50,KE2000002184,1600,1.14,1.79,INVESTMENT,2022-10-14
174,Kurwitu Ventures,KE4000001216,0,1500.0,0.0,INVESTMENT,2022-10-14
173,Centum Investment Co Ltd Ord 0.50,KE0000000265,42100,8.92,0.68,INVESTMENT,2022-10-14
172,British-American Investments Ord 0.10,KE2000002192,2000,6.1,0.33,INSURANCE,2022-10-14
171,Liberty Insurance,KE2000002168,3900,5.38,7.6,INSURANCE,2022-10-14
170,Sanlam Insurance Holdings Ltd 0rd 5.00,KE0000000414,100,9.1,0.89,INSURANCE,2022-10-14
169,CIC Insurance Group Plc Ord 1.00,KE2000002317,207200,1.89,-5.5,INSURANCE,2022-10-14
168,Kenya Re-Insurance Corporation Ltd Ord 2.50,KE0000000604,76800,1.96,2.08,INSURANCE,2022-10-14
167,Jubilee Holdings Ltd Ord 5.00,KE0000000273,100,240.0,3.56,INSURANCE,2022-10-14
166,Umeme Ltd Ord 0.50,UG0000001145,9800,7.38,0.0,ENERGY,2022-10-14
165,KenGen Ltd Ord. 2.50,KE0000000547,464500,3.41,-1.16,ENERGY,2022-10-14
164,Kenya Power Lighting Co Plc Ord 20.00,KE0000000349,843500,1.78,-1.11,ENERGY,2022-10-14
163,Total Kenya Ltd Ord 5.00,KE0000000463,7600,22.75,-5.41,ENERGY,2022-10-14
162,Bamburi Cement Ltd Ord 5.00,KE0000000059,8300,32.65,1.71,CONSTRUCTION,2022-10-14
161,Crown Berger Ltd 0rd 5.00,KE0000000141,100,39.15,2.49,CONSTRUCTION,2022-10-14
160,E.A.Portland Cement Ltd Ord 5.00,KE0000000190,100,7.9,-1.0,CONSTRUCTION,2022-10-14
159,Athi River Mining Ord 5.00,KE0000000034,0,5.55,0.0,CONSTRUCTION,2022-10-14
158,E.A.Cables Ltd Ord 0.50,KE0000000174,6200,1.12,-1.75,CONSTRUCTION,2022-10-14
157,Nairobi Business Ventures Ltd,KE5000000090,62900,3.5,-5.15,COMMERCIAL,2022-10-14
156,Longhorn Kenya Ltd 1.00,KE2000002275,26200,4.0,0.0,COMMERCIAL,2022-10-14
155,Eveready East Africa Ltd Ord.1.00,KE0000000588,10100,0.75,0.0,COMMERCIAL,2022-10-14
154,TPS Eastern Africa (Serena) Plc Ord 1.00,KE0000000539,0,13.0,0.0,COMMERCIAL,2022-10-14
153,Uchumi Supermarket Ltd Ord 5.00,KE0000000489,101400,0.26,0.0,COMMERCIAL,2022-10-14
152,Nation Media Group Ord. 2.50,KE0000000380,7500,15.95,0.0,COMMERCIAL,2022-10-14
151,Sameer Africa Ltd Ord 5.00,KE0000000232,8600,2.95,-6.35,COMMERCIAL,2022-10-14
150,Kenya Airways Ltd Ord 5.00,KE0000000307,0,3.83,0.0,COMMERCIAL,2022-10-14
149,Deacons (East Africa) Plc Ord 2.50,KE5000005438,0,0.45,0.0,COMMERCIAL,2022-10-14
148,Scangroup Ltd Ord 1.00,KE0000000562,5100,3.21,-1.23,COMMERCIAL,2022-10-14
147,Express Ltd Ord 5.00,KE0000000224,0,2.92,0.0,COMMERCIAL,2022-10-14
146,Standard Group Ltd Ord 5.00,KE0000000455,10600,11.45,-4.58,COMMERCIAL,2022-10-14
145,Bank of Kigali,KE5000008986,0,30.0,0.0,BANKING,2022-10-14
144,IMH Holdings Ltd Ord 1.00,KE0000000125,5800,17.0,0.59,BANKING,2022-10-14
143,Diamond Trust Bank Kenya Ltd Ord 4.00,KE0000000158,37900,48.6,-0.92,BANKING,2022-10-14
142,HF Group Plc Ord 5.00,KE0000000240,70100,3.09,-0.32,BANKING,2022-10-14
141,ABSA Bank Kenya Plc Ord 0.50,KE0000000067,50300,11.1,1.37,BANKING,2022-10-14
140,Standard Chartered Bank Ltd Ord 5.00,KE0000000448,1900,135.0,-0.55,BANKING,2022-10-14
139,Stanbic Holdings Ltd ord.5.00,KE0000000091,1000,97.0,0.0,BANKING,2022-10-14
138,The Co-operative Bank of Kenya Ltd Ord 1.00,KE1000001568,139900,11.85,0.0,BANKING,2022-10-14
137,Equity Bank Ltd Ord 0.50,KE0000000554,1541400,43.95,-0.68,BANKING,2022-10-14
136,National Bank of Kenya Ltd Ord 5.00,KE0000000398,0,4.12,0.0,BANKING,2022-10-14
135,NCBA Ltd 0rd 5.00,KE0000000406,12200,30.25,-6.49,BANKING,2022-10-14
134,Kenya Commercial Bank Ltd Ord 1.00,KE0000000315,277400,38.95,-0.38,BANKING,2022-10-14
133,Car and General (K) Ltd Ord 5.00,KE0000000109,0,42.75,0.0,AUTOMOBILES,2022-10-14
132,Eaagads Ltd Ord 1.25,KE0000000208,0,13.0,0.0,AGRICULTURAL,2022-10-14
131,Kakuzi Ord.5.00,KE0000000281,0,420.0,0.0,AGRICULTURAL,2022-10-14
130,Sasini Ltd Ord 1.00,KE0000000430,800,21.55,-1.82,AGRICULTURAL,2022-10-14
129,Williamson Tea Kenya Ltd Ord 5.00,KE0000000505,0,168.0,0.0,AGRICULTURAL,2022-10-14
128,Limuru Tea Co. Ltd Ord 20.00,KE0000000356,0,420.0,0.0,AGRICULTURAL,2022-10-14
73,Diamond Trust Bank Kenya Ltd Ord 4.00       ,KE0000000158,8700    ,49.05            ,1.13      ,BANKING            ,2022-10-12
126,New Gold Issuer (RP) Ltd                    ,ZAE000060067,60000   ,2005.0           ,1.52      ,ETF                ,2022-10-12
125,Fahari I-REIT                               ,KE5000003656,5800    ,7.0              ,0.0       ,REAL ESTATE        ,2022-10-12
124,Safaricom Ltd Ord 0.05                      ,KE1000001402,12788300,26.35            ,1.54      ,TELECOMMUNICATION  ,2022-10-12
123,Mumias Sugar Co. Ltd Ord 2.00               ,KE0000000372,0       ,0.27             ,0.0       ,MANUFACTURING      ,2022-10-12
122,Carbacid Investments Ltd Ord 5.00           ,KE0000000117,76300   ,11.7             ,-2.09     ,MANUFACTURING      ,2022-10-12
121,British American Tobacco Kenya Ltd Ord 10.00,KE0000000075,600     ,440.75           ,0.4       ,MANUFACTURING      ,2022-10-12
120,East African Breweries PLC Ord 2.00         ,KE0000000216,8300    ,137.5            ,0.18      ,MANUFACTURING      ,2022-10-12
119,Unga Group Plc Ord 5.00                     ,KE0000000497,200     ,30.0             ,0.0       ,MANUFACTURING      ,2022-10-12
118,Kenya Orchards Ltd Ord 5.00                 ,KE0000000331,0       ,10.4             ,0.0       ,MANUFACTURING      ,2022-10-12
117,Flame Tree Group Holdings Ltd Ord 0.825     ,KE4000001323,14600   ,1.26             ,0.0       ,MANUFACTURING      ,2022-10-12
116,B.O.C Kenya Ltd Ord 5.00                    ,KE0000000042,0       ,84.25            ,0.0       ,MANUFACTURING      ,2022-10-12
115,Nairobi Securities Exchange 4.00            ,KE3000009674,1800    ,7.56             ,0.8       ,INVESTMENT SERVICES,2022-10-12
114,Trans-Century Ltd Ord 0.50                  ,KE2000002184,9300    ,1.12             ,-6.67     ,INVESTMENT         ,2022-10-12
113,Kurwitu Ventures                            ,KE4000001216,0       ,1500.0           ,0.0       ,INVESTMENT         ,2022-10-12
112,Centum Investment Co Ltd Ord 0.50           ,KE0000000265,55400   ,8.86             ,-0.67     ,INVESTMENT         ,2022-10-12
111,Home Afrika Ltd Ord 1.00                    ,KE2000007258,178100  ,0.36             ,-2.7      ,INVESTMENT         ,2022-10-12
110,Olympia Capital Holdings ltd Ord 5.00       ,KE0000000166,4100    ,2.28             ,0.44      ,INVESTMENT         ,2022-10-12
109,CIC Insurance Group Plc Ord 1.00            ,KE2000002317,174100  ,2.0              ,-0.99     ,INSURANCE          ,2022-10-12
108,Kenya Re-Insurance Corporation Ltd Ord 2.50 ,KE0000000604,46100   ,1.92             ,0.52      ,INSURANCE          ,2022-10-12
107,Jubilee Holdings Ltd Ord 5.00               ,KE0000000273,2600    ,231.75           ,-4.24     ,INSURANCE          ,2022-10-12
106,British-American Investments Ord 0.10       ,KE2000002192,37100   ,6.08             ,3.75      ,INSURANCE          ,2022-10-12
105,Liberty Insurance                           ,KE2000002168,0       ,5.0              ,0.0       ,INSURANCE          ,2022-10-12
104,Sanlam Insurance Holdings Ltd 0rd 5.00      ,KE0000000414,36900   ,9.02             ,-9.8      ,INSURANCE          ,2022-10-12
103,KenGen Ltd Ord. 2.50                        ,KE0000000547,104300  ,3.45             ,-0.29     ,ENERGY             ,2022-10-12
102,Kenya Power Lighting Co Plc Ord 20.00       ,KE0000000349,6725800 ,1.8              ,0.0       ,ENERGY             ,2022-10-12
101,Total Kenya Ltd Ord 5.00                    ,KE0000000463,0       ,24.05            ,0.0       ,ENERGY             ,2022-10-12
100,Umeme Ltd Ord 0.50                          ,UG0000001145,400     ,7.38             ,-0.27     ,ENERGY             ,2022-10-12
99,Crown Berger Ltd 0rd 5.00                   ,KE0000000141,2800    ,38.2             ,-2.18     ,CONSTRUCTION       ,2022-10-12
98,E.A.Portland Cement Ltd Ord 5.00            ,KE0000000190,0       ,7.98             ,0.0       ,CONSTRUCTION       ,2022-10-12
97,Athi River Mining Ord 5.00                  ,KE0000000034,0       ,5.55             ,0.0       ,CONSTRUCTION       ,2022-10-12
96,E.A.Cables Ltd Ord 0.50                     ,KE0000000174,3500    ,1.14             ,1.79      ,CONSTRUCTION       ,2022-10-12
95,Bamburi Cement Ltd Ord 5.00                 ,KE0000000059,36400   ,32.1             ,-1.38     ,CONSTRUCTION       ,2022-10-12
94,Sameer Africa Ltd Ord 5.00                  ,KE0000000232,1100    ,3.15             ,-1.56     ,COMMERCIAL         ,2022-10-12
93,Kenya Airways Ltd Ord 5.00                  ,KE0000000307,0       ,3.83             ,0.0       ,COMMERCIAL         ,2022-10-12
92,Deacons (East Africa) Plc Ord 2.50          ,KE5000005438,0       ,0.45             ,0.0       ,COMMERCIAL         ,2022-10-12
91,Scangroup Ltd Ord 1.00                      ,KE0000000562,5800    ,3.25             ,5.18      ,COMMERCIAL         ,2022-10-12
90,Express Ltd Ord 5.00                        ,KE0000000224,0       ,2.92             ,0.0       ,COMMERCIAL         ,2022-10-12
89,Standard Group Ltd Ord 5.00                 ,KE0000000455,0       ,12.0             ,0.0       ,COMMERCIAL         ,2022-10-12
88,Nairobi Business Ventures Ltd               ,KE5000000090,430800  ,3.69             ,5.13      ,COMMERCIAL         ,2022-10-12
87,Longhorn Kenya Ltd 1.00                     ,KE2000002275,23100   ,4.0              ,0.0       ,COMMERCIAL         ,2022-10-12
86,Eveready East Africa Ltd Ord.1.00           ,KE0000000588,16800   ,0.75             ,0.0       ,COMMERCIAL         ,2022-10-12
85,TPS Eastern Africa (Serena) Plc Ord 1.00    ,KE0000000539,500     ,13.0             ,-7.14     ,COMMERCIAL         ,2022-10-12
84,Uchumi Supermarket Ltd Ord 5.00             ,KE0000000489,121800  ,0.26             ,-3.7      ,COMMERCIAL         ,2022-10-12
83,Nation Media Group Ord. 2.50                ,KE0000000380,49200   ,15.95            ,-1.24     ,COMMERCIAL         ,2022-10-12
82,Standard Chartered Bank Ltd Ord 5.00        ,KE0000000448,7800    ,135.75           ,0.0       ,BANKING            ,2022-10-12
81,Stanbic Holdings Ltd ord.5.00               ,KE0000000091,800     ,97.0             ,2.11      ,BANKING            ,2022-10-12
80,The Co-operative Bank of Kenya Ltd Ord 1.00 ,KE1000001568,155500  ,11.85            ,-0.42     ,BANKING            ,2022-10-12
79,Equity Bank Ltd Ord 0.50                    ,KE0000000554,412900  ,44.25            ,-0.56     ,BANKING            ,2022-10-12
78,National Bank of Kenya Ltd Ord 5.00         ,KE0000000398,0       ,4.12             ,0.0       ,BANKING            ,2022-10-12
77,NCBA Ltd 0rd 5.00                           ,KE0000000406,371500  ,32.35            ,7.3       ,BANKING            ,2022-10-12
76,Kenya Commercial Bank Ltd Ord 1.00          ,KE0000000315,430600  ,39.1             ,-0.13     ,BANKING            ,2022-10-12
75,Bank of Kigali                              ,KE5000008986,1000    ,30.0             ,0.0       ,BANKING            ,2022-10-12
74,IMH Holdings Ltd Ord 1.00                   ,KE0000000125,7500    ,16.9             ,0.3       ,BANKING            ,2022-10-12
72,HF Group Plc Ord 5.00                       ,KE0000000240,15200   ,3.1              ,-8.28     ,BANKING            ,2022-10-12
71,ABSA Bank Kenya Plc Ord 0.50                ,KE0000000067,68900   ,10.95            ,0.0       ,BANKING            ,2022-10-12
70,Car and General (K) Ltd Ord 5.00            ,KE0000000109,1200    ,42.75            ,7.14      ,AUTOMOBILES        ,2022-10-12
69,Kakuzi Ord.5.00                             ,KE0000000281,0       ,420.0            ,0.0       ,AGRICULTURAL       ,2022-10-12
68,Sasini Ltd Ord 1.00                         ,KE0000000430,0       ,21.95            ,0.0       ,AGRICULTURAL       ,2022-10-12
67,Williamson Tea Kenya Ltd Ord 5.00           ,KE0000000505,2000    ,168.0            ,0.0       ,AGRICULTURAL       ,2022-10-12
66,Limuru Tea Co. Ltd Ord 20.00                ,KE0000000356,0       ,420.0            ,0.0       ,AGRICULTURAL       ,2022-10-12
65,Kapchorua Tea Co. Ltd Ord Ord 5.00          ,KE4000001760,0       ,117.75           ,0.0       ,AGRICULTURAL       ,2022-10-12
64,Eaagads Ltd Ord 1.25                        ,KE0000000208,0       ,13.0             ,0.0       ,AGRICULTURAL       ,2022-10-12
18,IMH Holdings Ltd Ord 1.00,KE0000000125,29500,16.9,0,BANKING,2022-10-07
2,Limuru Tea Co. Ltd Ord 20.00,KE0000000356,0,420,0,AGRICULTURAL,2022-10-07
3,Williamson Tea Kenya Ltd Ord 5.00,KE0000000505,7300,168.75,0.45,AGRICULTURAL,2022-10-07
4,Sasini Ltd Ord 1.00,KE0000000430,1300,23.05,0.22,AGRICULTURAL,2022-10-07
5,Kakuzi Ord.5.00,KE0000000281,400,420,0,AGRICULTURAL,2022-10-07
6,Eaagads Ltd Ord 1.25,KE0000000208,0,13,0,AGRICULTURAL,2022-10-07
7,Car and General (K) Ltd Ord 5.00,KE0000000109,200,43.05,-4.33,AUTOMOBILES,2022-10-07
8,Kenya Commercial Bank Ltd Ord 1.00,KE0000000315,162800,39.6,0.51,BANKING,2022-10-07
9,NCBA Ltd 0rd 5.00,KE0000000406,311700,31.95,3.4,BANKING,2022-10-07
10,National Bank of Kenya Ltd Ord 5.00,KE0000000398,0,4.12,0,BANKING,2022-10-07
11,Equity Bank Ltd Ord 0.50,KE0000000554,2666100,44.5,-0.34,BANKING,2022-10-07
12,The Co-operative Bank of Kenya Ltd Ord 1.00,KE1000001568,83600,11.85,0.85,BANKING,2022-10-07
13,Stanbic Holdings Ltd ord.5.00,KE0000000091,100,97,1.57,BANKING,2022-10-07
14,Standard Chartered Bank Ltd Ord 5.00,KE0000000448,17100,134.75,-0.37,BANKING,2022-10-07
15,ABSA Bank Kenya Plc Ord 0.50,KE0000000067,62700,10.95,0,BANKING,2022-10-07
63,New Gold Issuer (RP) Ltd,ZAE000060067,0,1975,0,ETF,2022-10-07
62,Fahari I-REIT,KE5000003656,3100,7.04,3.83,REAL ESTATE,2022-10-07
61,Safaricom Ltd Ord 0.05,KE1000001402,20918000,24.75,4.65,TELECOMMUNICATION,2022-10-07
60,Flame Tree Group Holdings Ltd Ord 0.825,KE4000001323,8900,1.27,0,MANUFACTURING,2022-10-07
59,B.O.C Kenya Ltd Ord 5.00,KE0000000042,0,84.25,0,MANUFACTURING,2022-10-07
58,Mumias Sugar Co. Ltd Ord 2.00,KE0000000372,0,0.27,0,MANUFACTURING,2022-10-07
57,Carbacid Investments Ltd Ord 5.00,KE0000000117,1800,11.7,1.3,MANUFACTURING,2022-10-07
56,British American Tobacco Kenya Ltd Ord 10.00,KE0000000075,3300,433.5,-1.59,MANUFACTURING,2022-10-07
55,East African Breweries PLC Ord 2.00,KE0000000216,320000,137,-0.72,MANUFACTURING,2022-10-07
54,Unga Group Plc Ord 5.00,KE0000000497,0,30,0,MANUFACTURING,2022-10-07
53,Kenya Orchards Ltd Ord 5.00,KE0000000331,0,10.4,0,MANUFACTURING,2022-10-07
52,Nairobi Securities Exchange 4.00,KE3000009674,2400,7.28,0.55,INVESTMENT SERVICES,2022-10-07
51,Home Afrika Ltd Ord 1.00,KE2000007258,17900,0.37,5.71,INVESTMENT,2022-10-07
16,HF Group Plc Ord 5.00,KE0000000240,62600,3.32,1.53,BANKING,2022-10-07
50,Olympia Capital Holdings ltd Ord 5.00,KE0000000166,200,2.49,4.18,INVESTMENT,2022-10-07
49,Trans-Century Ltd Ord 0.50,KE2000002184,1000,1.23,-2.38,INVESTMENT,2022-10-07
48,Kurwitu Ventures,KE4000001216,0,1500,0,INVESTMENT,2022-10-07
47,Centum Investment Co Ltd Ord 0.50,KE0000000265,6500,8.96,2.05,INVESTMENT,2022-10-07
46,British-American Investments Ord 0.10,KE2000002192,11000,5.86,-4.25,INSURANCE,2022-10-07
45,Liberty Insurance,KE2000002168,16400,5.18,-0.77,INSURANCE,2022-10-07
44,Sanlam Insurance Holdings Ltd 0rd 5.00,KE0000000414,6300,9.94,-0.4,INSURANCE,2022-10-07
43,CIC Insurance Group Plc Ord 1.00,KE2000002317,112600,2,-0.99,INSURANCE,2022-10-07
42,Kenya Re-Insurance Corporation Ltd Ord 2.50,KE0000000604,97100,1.98,-1.49,INSURANCE,2022-10-07
41,Jubilee Holdings Ltd Ord 5.00,KE0000000273,200,240,-0.72,INSURANCE,2022-10-07
40,Umeme Ltd Ord 0.50,UG0000001145,14400,7.2,-0.55,ENERGY,2022-10-07
1,Kapchorua Tea Co. Ltd Ord Ord 5.00,KE4000001760,0,119,0,AGRICULTURAL,2022-10-07
39,KenGen Ltd Ord. 2.50,KE0000000547,27300,3.47,0.29,ENERGY,2022-10-07
38,Kenya Power Lighting Co Plc Ord 20.00,KE0000000349,444400,1.84,-1.6,ENERGY,2022-10-07
37,Total Kenya Ltd Ord 5.00,KE0000000463,2800,23.75,-0.21,ENERGY,2022-10-07
36,Bamburi Cement Ltd Ord 5.00,KE0000000059,7900,32.75,-0.91,CONSTRUCTION,2022-10-07
35,Crown Berger Ltd 0rd 5.00,KE0000000141,300,39.7,1.4,CONSTRUCTION,2022-10-07
34,E.A.Portland Cement Ltd Ord 5.00,KE0000000190,100,8,7.24,CONSTRUCTION,2022-10-07
33,Athi River Mining Ord 5.00,KE0000000034,0,5.55,0,CONSTRUCTION,2022-10-07
32,E.A.Cables Ltd Ord 0.50,KE0000000174,6400,1.15,0.88,CONSTRUCTION,2022-10-07
31,Nairobi Business Ventures Ltd,KE5000000090,164000,3.24,4.52,COMMERCIAL,2022-10-07
30,Longhorn Kenya Ltd 1.00,KE2000002275,27200,3.77,-4.56,COMMERCIAL,2022-10-07
29,Eveready East Africa Ltd Ord.1.00,KE0000000588,7600,0.76,2.7,COMMERCIAL,2022-10-07
28,TPS Eastern Africa (Serena) Plc Ord 1.00,KE0000000539,1000,14,0,COMMERCIAL,2022-10-07
27,Uchumi Supermarket Ltd Ord 5.00,KE0000000489,105400,0.25,0,COMMERCIAL,2022-10-07
17,Diamond Trust Bank Kenya Ltd Ord 4.00,KE0000000158,2900,49.4,-0.1,BANKING,2022-10-07
26,Nation Media Group Ord. 2.50,KE0000000380,3500,16.55,0,COMMERCIAL,2022-10-07
25,Sameer Africa Ltd Ord 5.00,KE0000000232,1600,2.91,-1.69,COMMERCIAL,2022-10-07
24,Kenya Airways Ltd Ord 5.00,KE0000000307,0,3.83,0,COMMERCIAL,2022-10-07
23,Deacons (East Africa) Plc Ord 2.50,KE5000005438,0,0.45,0,COMMERCIAL,2022-10-07
22,Scangroup Ltd Ord 1.00,KE0000000562,37100,3.11,-2.81,COMMERCIAL,2022-10-07
21,Express Ltd Ord 5.00,KE0000000224,0,2.92,0,COMMERCIAL,2022-10-07
20,Standard Group Ltd Ord 5.00,KE0000000455,1000,12,0,COMMERCIAL,2022-10-07
19,Bank of Kigali,KE5000008986,64800,30,-8.4,BANKING,2022-10-07
